month,year,ship_mode,segment,country,city,state,category,sub_category,sales,quantity,discount,profit
November,2016,Second Class,Corporate,United States,New York City,New York,Furniture,Tables,313.176,2,0.4,-120.0508
November,2016,Standard Class,Consumer,United States,Los Angeles,California,Office Supplies,Appliances,64.96,2,0.0,19.488
November,2016,First Class,Home Office,United States,Miami,Florida,Office Supplies,Binders,3.7439999999999998,4,0.7,-2.6208
November,2016,Standard Class,Consumer,United States,Los Angeles,California,Furniture,Bookcases,3406.664,8,0.15,160.3136
November,2016,First Class,Corporate,United States,Mobile,Alabama,Office Supplies,Binders,33.75,5,0.0,16.875
November,2016,Standard Class,Consumer,United States,Los Angeles,California,Furniture,Furnishings,595.38,6,0.0,297.69
November,2016,Standard Class,Consumer,United States,Los Angeles,California,Office Supplies,Art,37.17,9,0.0,10.4076
November,2016,Standard Class,Corporate,United States,Seattle,Washington,Office Supplies,Binders,7.312,2,0.2,2.5592
November,2017,Standard Class,Home Office,United States,Richmond,Indiana,Technology,Phones,89.98,2,0.0,43.1904
November,2017,Standard Class,Home Office,United States,New York City,New York,Office Supplies,Binders,93.344,4,0.2,32.6704
November,2017,Standard Class,Home Office,United States,New York City,New York,Office Supplies,Appliances,58.73,7,0.0,14.6825
November,2017,Standard Class,Consumer,United States,Columbus,Ohio,Technology,Phones,220.752,8,0.4,-40.4712
November,2017,Standard Class,Home Office,United States,Richmond,Indiana,Furniture,Tables,257.94,3,0.0,67.0644
November,2017,Standard Class,Home Office,United States,Richmond,Indiana,Technology,Phones,1879.96,4,0.0,545.1884
November,2017,First Class,Consumer,United States,Rockford,Illinois,Office Supplies,Binders,33.568000000000005,8,0.8,-53.7088
November,2017,Standard Class,Home Office,United States,Richmond,Indiana,Furniture,Furnishings,27.46,2,0.0,9.8856
November,2017,Second Class,Consumer,United States,New York City,New York,Technology,Phones,979.95,5,0.0,264.5865
November,2017,Standard Class,Corporate,United States,Columbus,Ohio,Office Supplies,Appliances,52.272,3,0.2,9.801
November,2017,Second Class,Consumer,United States,New York City,New York,Furniture,Furnishings,135.3,5,0.0,37.884
November,2017,Standard Class,Home Office,United States,Richmond,Indiana,Furniture,Chairs,828.6,3,0.0,240.294
November,2017,Standard Class,Corporate,United States,Columbus,Ohio,Office Supplies,Appliances,213.136,7,0.2,23.9778
November,2017,First Class,Consumer,United States,Gladstone,Missouri,Technology,Accessories,38.04,2,0.0,12.1728
November,2017,First Class,Consumer,United States,Gladstone,Missouri,Furniture,Furnishings,126.3,3,0.0,40.416
November,2017,Standard Class,Corporate,United States,Atlanta,Georgia,Office Supplies,Art,12.84,3,0.0,3.7236
November,2014,Standard Class,Corporate,United States,Buffalo,New York,Furniture,Furnishings,199.9,5,0.0,39.98
November,2014,Standard Class,Consumer,United States,New York City,New York,Office Supplies,Fasteners,3.76,2,0.0,1.3159999999999998
November,2015,First Class,Corporate,United States,Newark,Delaware,Technology,Phones,83.97,3,0.0,23.5116
November,2015,Standard Class,Home Office,United States,Philadelphia,Pennsylvania,Technology,Phones,748.752,8,0.4,-162.2296
November,2015,Second Class,Home Office,United States,Everett,Massachusetts,Furniture,Tables,446.06800000000004,4,0.3,0.0
November,2015,Standard Class,Home Office,United States,Los Angeles,California,Office Supplies,Paper,113.82,3,0.0,53.4954
November,2015,Standard Class,Consumer,United States,Lake Elsinore,California,Furniture,Chairs,283.92,5,0.2,17.745
November,2015,Second Class,Home Office,United States,Everett,Massachusetts,Office Supplies,Paper,154.9,5,0.0,69.705
November,2015,Standard Class,Home Office,United States,Fayetteville,Arkansas,Office Supplies,Binders,6.24,2,0.0,3.0576
November,2015,Second Class,Home Office,United States,Everett,Massachusetts,Furniture,Furnishings,38.97,3,0.0,4.6764
November,2015,Standard Class,Consumer,United States,New York City,New York,Office Supplies,Art,29.79,3,0.0,12.5118
November,2015,Second Class,Home Office,United States,Everett,Massachusetts,Furniture,Bookcases,170.98,1,0.0,32.4862
November,2015,Second Class,Home Office,United States,Everett,Massachusetts,Technology,Accessories,259.98,2,0.0,88.3932
November,2015,Second Class,Home Office,United States,Everett,Massachusetts,Office Supplies,Paper,59.94,3,0.0,28.1718
November,2015,Second Class,Home Office,United States,Everett,Massachusetts,Office Supplies,Paper,40.08,6,0.0,19.2384
November,2015,Standard Class,Consumer,United States,Pembroke Pines,Florida,Technology,Accessories,83.976,3,0.2,-1.0497
November,2015,Standard Class,Consumer,United States,Pembroke Pines,Florida,Furniture,Tables,375.4575,3,0.45,-157.0095
November,2015,Standard Class,Home Office,United States,Los Angeles,California,Technology,Accessories,107.97,3,0.0,22.6737
November,2015,First Class,Corporate,United States,Newark,Delaware,Technology,Accessories,104.97,3,0.0,7.3479
November,2016,First Class,Corporate,United States,Overland Park,Kansas,Office Supplies,Binders,152.0,5,0.0,69.92
November,2016,Standard Class,Corporate,United States,Westfield,New Jersey,Furniture,Furnishings,31.56,3,0.0,10.4148
November,2016,Standard Class,Consumer,United States,Fort Lauderdale,Florida,Technology,Phones,116.76,1,0.2,14.595
November,2016,Standard Class,Consumer,United States,Phoenix,Arizona,Office Supplies,Storage,39.808,4,0.2,3.9808
November,2016,Standard Class,Consumer,United States,Fort Lauderdale,Florida,Furniture,Tables,331.023,7,0.45,-114.3534
November,2016,First Class,Corporate,United States,Overland Park,Kansas,Technology,Accessories,34.95,5,0.0,15.378
November,2016,Second Class,Corporate,United States,Chicago,Illinois,Office Supplies,Storage,97.984,2,0.2,-24.496
November,2016,First Class,Consumer,United States,East Orange,New Jersey,Office Supplies,Binders,79.95,5,0.0,38.376
November,2016,First Class,Corporate,United States,Lincoln Park,Michigan,Office Supplies,Appliances,167.292,6,0.1,29.7408
November,2016,First Class,Consumer,United States,East Orange,New Jersey,Office Supplies,Paper,204.95,5,0.0,100.4255
November,2016,First Class,Consumer,United States,East Orange,New Jersey,Office Supplies,Art,34.65,3,0.0,9.702
November,2016,First Class,Consumer,United States,East Orange,New Jersey,Office Supplies,Paper,25.92,4,0.0,12.4416
November,2016,Second Class,Corporate,United States,Chicago,Illinois,Technology,Accessories,62.4,6,0.2,19.5
November,2016,Second Class,Consumer,United States,Scottsdale,Arizona,Technology,Phones,271.992,1,0.2,23.7993
November,2017,Second Class,Consumer,United States,New York City,New York,Office Supplies,Binders,107.42399999999999,6,0.2,36.2556
November,2017,First Class,Corporate,United States,Milwaukee,Wisconsin,Technology,Accessories,143.73,9,0.0,56.0547
November,2017,First Class,Corporate,United States,Milwaukee,Wisconsin,Furniture,Furnishings,46.94,1,0.0,19.2454
November,2017,Standard Class,Consumer,United States,Los Angeles,California,Furniture,Furnishings,18.84,3,0.0,6.0288
November,2017,Standard Class,Consumer,United States,Los Angeles,California,Office Supplies,Binders,117.488,7,0.2,41.1208
November,2017,Standard Class,Corporate,United States,San Francisco,California,Office Supplies,Paper,244.55,5,0.0,114.9385
November,2017,Standard Class,Corporate,United States,San Francisco,California,Technology,Accessories,166.16,8,0.0,59.8176
November,2017,Standard Class,Corporate,United States,Columbus,Indiana,Office Supplies,Binders,497.94,3,0.0,224.07299999999998
November,2017,Standard Class,Consumer,United States,Asheville,North Carolina,Office Supplies,Art,8.76,5,0.2,0.7665
November,2017,Standard Class,Corporate,United States,Columbus,Indiana,Office Supplies,Paper,158.28,6,0.0,72.8088
November,2017,Standard Class,Consumer,United States,Los Angeles,California,Technology,Phones,57.568000000000005,4,0.2,5.7568
November,2017,Standard Class,Consumer,United States,Asheville,North Carolina,Office Supplies,Appliances,43.583999999999996,1,0.2,4.3584
November,2017,Second Class,Consumer,United States,New York City,New York,Office Supplies,Art,6.99,3,0.0,2.0271
November,2014,Second Class,Consumer,United States,Freeport,New York,Office Supplies,Binders,17.248,2,0.2,6.0368
November,2014,Same Day,Home Office,United States,San Francisco,California,Furniture,Bookcases,411.332,4,0.15,-4.8392
November,2014,First Class,Consumer,United States,San Francisco,California,Office Supplies,Appliances,43.68,3,0.0,11.7936
November,2014,Same Day,Home Office,United States,San Francisco,California,Office Supplies,Labels,41.4,4,0.0,19.872
November,2014,First Class,Consumer,United States,San Francisco,California,Technology,Accessories,139.93,7,0.0,34.9825
November,2014,Same Day,Home Office,United States,San Francisco,California,Office Supplies,Supplies,7.36,2,0.0,0.1472
November,2014,Second Class,Corporate,United States,Columbia,South Carolina,Office Supplies,Paper,85.96,7,0.0,40.4012
November,2014,Standard Class,Consumer,United States,Montgomery,Alabama,Office Supplies,Art,14.67,3,0.0,3.9609
November,2014,Standard Class,Consumer,United States,Houston,Texas,Technology,Machines,998.85,5,0.4,-199.77
November,2014,Standard Class,Corporate,United States,Richmond,Indiana,Office Supplies,Envelopes,64.02,6,0.0,29.4492
November,2014,Second Class,Corporate,United States,Columbia,South Carolina,Office Supplies,Binders,45.66,3,0.0,22.3734
November,2014,Second Class,Corporate,United States,Columbia,South Carolina,Office Supplies,Art,13.12,4,0.0,4.3296
November,2014,Second Class,Corporate,United States,Columbia,South Carolina,Furniture,Furnishings,397.6,5,0.0,43.736000000000004
November,2015,Standard Class,Consumer,United States,Freeport,New York,Furniture,Furnishings,322.59,3,0.0,64.518
November,2015,Standard Class,Corporate,United States,Chicago,Illinois,Furniture,Furnishings,12.132,9,0.6,-8.4924
November,2015,Standard Class,Corporate,United States,Chicago,Illinois,Office Supplies,Storage,82.368,2,0.2,-19.5624
November,2015,Standard Class,Corporate,United States,New York City,New York,Office Supplies,Envelopes,62.24,8,0.0,29.2528
November,2015,Standard Class,Home Office,United States,Las Cruces,New Mexico,Office Supplies,Art,8.28,2,0.0,3.4776
November,2015,Standard Class,Corporate,United States,Chicago,Illinois,Office Supplies,Storage,53.92,5,0.2,4.044
November,2015,First Class,Consumer,United States,San Francisco,California,Office Supplies,Appliances,45.28,4,0.0,15.3952
November,2015,Standard Class,Consumer,United States,Columbus,Ohio,Furniture,Furnishings,71.12,5,0.2,9.779
November,2015,Standard Class,Consumer,United States,Columbus,Ohio,Office Supplies,Fasteners,3.008,2,0.2,0.564
November,2015,Standard Class,Consumer,United States,Austin,Texas,Office Supplies,Paper,335.52,4,0.2,117.432
November,2015,Standard Class,Consumer,United States,Champaign,Illinois,Furniture,Furnishings,151.96,5,0.6,-182.352
November,2015,Standard Class,Corporate,United States,New York City,New York,Furniture,Furnishings,68.16,3,0.0,27.9456
November,2015,Standard Class,Corporate,United States,Chicago,Illinois,Technology,Phones,647.904,6,0.2,56.6916
November,2016,Second Class,Corporate,United States,Marietta,Georgia,Furniture,Chairs,182.67,3,0.0,52.9743
November,2016,Second Class,Corporate,United States,Marietta,Georgia,Technology,Accessories,101.7,6,0.0,6.102
November,2016,Second Class,Corporate,United States,Marietta,Georgia,Office Supplies,Storage,1126.02,3,0.0,56.301
November,2016,Standard Class,Corporate,United States,Philadelphia,Pennsylvania,Furniture,Chairs,347.80199999999996,7,0.3,-24.843000000000004
November,2016,Standard Class,Corporate,United States,Philadelphia,Pennsylvania,Office Supplies,Storage,32.544000000000004,2,0.2,-7.7292
November,2016,Standard Class,Corporate,United States,Philadelphia,Pennsylvania,Office Supplies,Binders,6.888,2,0.7,-5.0512
November,2016,Second Class,Corporate,United States,Marietta,Georgia,Office Supplies,Storage,1263.3,6,0.0,315.825
November,2016,Standard Class,Corporate,United States,Philadelphia,Pennsylvania,Office Supplies,Fasteners,12.672,8,0.2,2.6928
November,2016,Standard Class,Corporate,United States,Philadelphia,Pennsylvania,Technology,Phones,340.18199999999996,3,0.4,-73.7061
November,2016,Standard Class,Corporate,United States,Palm Coast,Florida,Office Supplies,Binders,7.434,6,0.7,-5.6994
November,2016,Standard Class,Consumer,United States,Fairfield,Connecticut,Office Supplies,Binders,7.16,2,0.0,3.4368
November,2017,Standard Class,Home Office,United States,Philadelphia,Pennsylvania,Office Supplies,Paper,15.552,3,0.2,5.4432
November,2017,Standard Class,Consumer,United States,San Diego,California,Office Supplies,Labels,62.65,5,0.0,29.4455
November,2017,Standard Class,Corporate,United States,New York City,New York,Technology,Phones,1979.89,11,0.0,494.9725
November,2017,Standard Class,Corporate,United States,New York City,New York,Office Supplies,Envelopes,79.96,2,0.0,35.982
November,2017,Standard Class,Home Office,United States,Baltimore,Maryland,Furniture,Furnishings,20.9,5,0.0,7.524
November,2017,Standard Class,Home Office,United States,Philadelphia,Pennsylvania,Office Supplies,Paper,25.344,6,0.2,7.92
November,2017,Standard Class,Home Office,United States,Baltimore,Maryland,Office Supplies,Art,1.64,1,0.0,0.738
November,2017,Standard Class,Home Office,United States,Philadelphia,Pennsylvania,Furniture,Furnishings,516.488,7,0.2,-12.9122
November,2017,Standard Class,Home Office,United States,Philadelphia,Pennsylvania,Furniture,Furnishings,1007.232,6,0.2,75.5424
November,2017,Standard Class,Home Office,United States,Philadelphia,Pennsylvania,Furniture,Tables,2065.32,12,0.4,-619.596
November,2017,First Class,Consumer,United States,Denver,Colorado,Office Supplies,Paper,88.76799999999999,2,0.2,31.0688
November,2017,Standard Class,Home Office,United States,Baltimore,Maryland,Furniture,Furnishings,1049.2,5,0.0,272.79200000000003
November,2014,Standard Class,Consumer,United States,San Francisco,California,Technology,Phones,575.92,2,0.2,71.99
November,2014,Standard Class,Consumer,United States,San Francisco,California,Office Supplies,Fasteners,30.4,5,0.0,15.2
November,2014,Standard Class,Consumer,United States,Philadelphia,Pennsylvania,Office Supplies,Labels,5.04,2,0.2,1.764
November,2014,Standard Class,Consumer,United States,New York City,New York,Office Supplies,Labels,25.06,2,0.0,11.7782
November,2014,Standard Class,Corporate,United States,Skokie,Illinois,Office Supplies,Fasteners,12.624,2,0.2,3.945
November,2015,First Class,Home Office,United States,Santa Ana,California,Office Supplies,Art,56.3,2,0.0,15.764000000000001
November,2015,Standard Class,Corporate,United States,Detroit,Michigan,Furniture,Chairs,1106.91,9,0.0,121.7601
November,2015,Standard Class,Corporate,United States,Detroit,Michigan,Office Supplies,Paper,19.92,4,0.0,9.3624
November,2015,Standard Class,Corporate,United States,Dearborn,Michigan,Office Supplies,Art,161.82,9,0.0,46.9278
November,2015,First Class,Consumer,United States,Allen,Texas,Office Supplies,Binders,8.783999999999999,4,0.8,-13.6152
November,2015,First Class,Consumer,United States,Allen,Texas,Technology,Accessories,21.48,3,0.2,-0.2685
November,2015,Standard Class,Corporate,United States,Dearborn,Michigan,Office Supplies,Storage,523.48,4,0.0,130.87
November,2015,Standard Class,Corporate,United States,Dearborn,Michigan,Furniture,Chairs,301.96,2,0.0,87.5684
November,2015,Same Day,Home Office,United States,San Francisco,California,Office Supplies,Binders,4.303999999999999,1,0.2,1.5602
November,2015,Standard Class,Corporate,United States,Dearborn,Michigan,Office Supplies,Appliances,555.21,5,0.1,178.90099999999998
November,2016,Second Class,Corporate,United States,Dallas,Texas,Technology,Accessories,58.416000000000004,2,0.2,16.7946
November,2016,Second Class,Home Office,United States,Aurora,Illinois,Furniture,Furnishings,242.176,4,0.6,-302.72
November,2017,Standard Class,Consumer,United States,Chattanooga,Tennessee,Furniture,Furnishings,101.52,5,0.2,19.035
November,2017,Standard Class,Consumer,United States,Chattanooga,Tennessee,Furniture,Chairs,390.36800000000005,2,0.2,48.79600000000001
November,2014,Standard Class,Corporate,United States,Omaha,Nebraska,Technology,Accessories,89.97,3,0.0,18.8937
November,2014,Standard Class,Consumer,United States,Lancaster,Pennsylvania,Office Supplies,Supplies,286.344,3,0.2,-64.4274
November,2014,Standard Class,Consumer,United States,Jacksonville,North Carolina,Office Supplies,Binders,14.300999999999998,7,0.7,-10.4874
November,2014,Standard Class,Consumer,United States,New York City,New York,Office Supplies,Binders,7.856,2,0.2,2.8478
November,2014,Standard Class,Consumer,United States,Nashville,Tennessee,Office Supplies,Paper,143.856,9,0.2,48.5514
November,2014,Standard Class,Consumer,United States,Jacksonville,North Carolina,Furniture,Tables,945.0360000000001,6,0.4,-299.2614
November,2014,Standard Class,Consumer,United States,New York City,New York,Technology,Phones,783.96,4,0.0,219.5088
November,2014,Standard Class,Consumer,United States,Nashville,Tennessee,Office Supplies,Paper,3.488,2,0.2,1.1772
November,2014,Second Class,Corporate,United States,Orange,New Jersey,Office Supplies,Binders,5.76,2,0.0,2.8224
November,2014,Standard Class,Consumer,United States,Jacksonville,North Carolina,Office Supplies,Storage,25.984,2,0.2,-1.624
November,2014,Standard Class,Consumer,United States,New York City,New York,Office Supplies,Binders,48.896,2,0.2,18.336
November,2014,Standard Class,Consumer,United States,Fairfield,Connecticut,Office Supplies,Supplies,11.64,3,0.0,3.3756
November,2014,Same Day,Home Office,United States,Los Angeles,California,Office Supplies,Art,6.72,4,0.0,3.36
November,2014,Standard Class,Consumer,United States,Jacksonville,North Carolina,Furniture,Furnishings,410.352,3,0.2,-51.294
November,2015,Standard Class,Home Office,United States,Los Angeles,California,Technology,Accessories,89.97,3,0.0,37.7874
November,2015,Standard Class,Home Office,United States,Los Angeles,California,Technology,Phones,1212.848,7,0.2,106.1242
November,2015,First Class,Corporate,United States,Long Beach,New York,Furniture,Chairs,1448.82,10,0.1,209.274
November,2015,Standard Class,Corporate,United States,Haltom City,Texas,Office Supplies,Envelopes,6.608,2,0.2,2.1476
November,2015,Standard Class,Home Office,United States,Los Angeles,California,Furniture,Furnishings,42.6,3,0.0,16.614
November,2016,Standard Class,Home Office,United States,Philadelphia,Pennsylvania,Furniture,Chairs,470.155,7,0.3,-13.433
November,2016,First Class,Consumer,United States,Portland,Oregon,Technology,Machines,179.99099999999999,3,0.7,-251.9874
November,2016,Standard Class,Home Office,United States,Philadelphia,Pennsylvania,Technology,Accessories,72.0,1,0.2,14.4
November,2016,Standard Class,Consumer,United States,Los Angeles,California,Office Supplies,Paper,116.28,3,0.0,56.9772
November,2016,Standard Class,Consumer,United States,Urbandale,Iowa,Office Supplies,Binders,27.24,6,0.0,13.3476
November,2016,Second Class,Consumer,United States,Henderson,Kentucky,Office Supplies,Art,7.98,3,0.0,2.0748
November,2016,Second Class,Consumer,United States,Henderson,Kentucky,Furniture,Tables,842.94,3,0.0,160.1586
November,2016,First Class,Consumer,United States,Los Angeles,California,Office Supplies,Appliances,1101.48,4,0.0,429.5772
November,2016,Standard Class,Consumer,United States,Los Angeles,California,Office Supplies,Fasteners,15.26,7,0.0,5.0358
November,2016,Standard Class,Consumer,United States,Los Angeles,California,Office Supplies,Paper,314.55,3,0.0,150.984
November,2016,Second Class,Consumer,United States,Henderson,Kentucky,Office Supplies,Fasteners,20.0,4,0.0,9.6
November,2016,First Class,Consumer,United States,Los Angeles,California,Office Supplies,Labels,87.71,7,0.0,41.2237
November,2016,Standard Class,Consumer,United States,Urbandale,Iowa,Office Supplies,Art,75.96,2,0.0,22.788
November,2016,First Class,Consumer,United States,Los Angeles,California,Technology,Accessories,82.95,5,0.0,29.0325
November,2016,Standard Class,Consumer,United States,Los Angeles,California,Office Supplies,Appliances,43.32,2,0.0,14.2956
November,2016,First Class,Consumer,United States,Los Angeles,California,Furniture,Chairs,217.584,2,0.2,-29.9178
November,2016,Standard Class,Corporate,United States,Dallas,Texas,Office Supplies,Paper,9.248,2,0.2,3.3524
November,2016,Standard Class,Consumer,United States,Los Angeles,California,Office Supplies,Binders,43.583999999999996,12,0.2,15.7992
November,2016,First Class,Consumer,United States,Portland,Oregon,Office Supplies,Binders,4.158,7,0.7,-3.465
November,2016,Standard Class,Consumer,United States,Los Angeles,California,Office Supplies,Binders,9.296,2,0.2,3.0212
November,2016,Standard Class,Consumer,United States,Los Angeles,California,Office Supplies,Paper,19.44,3,0.0,9.3312
November,2016,Standard Class,Consumer,United States,Marysville,Washington,Office Supplies,Art,8.82,3,0.0,2.3814
November,2016,Second Class,Consumer,United States,Henderson,Kentucky,Office Supplies,Art,8.75,1,0.0,2.625
November,2016,Second Class,Consumer,United States,Henderson,Kentucky,Furniture,Furnishings,24.1,5,0.0,9.158
November,2017,Standard Class,Consumer,United States,Las Cruces,New Mexico,Furniture,Furnishings,41.37,3,0.0,17.3754
November,2017,First Class,Home Office,United States,San Diego,California,Furniture,Tables,1673.184,12,0.2,20.9148
November,2017,Standard Class,Corporate,United States,Atlanta,Georgia,Office Supplies,Labels,12.39,3,0.0,5.6994
November,2017,Standard Class,Corporate,United States,Miami,Florida,Technology,Phones,361.376,2,0.2,27.1032
November,2017,First Class,Home Office,United States,San Diego,California,Technology,Accessories,199.75,5,0.0,87.89
November,2017,Second Class,Consumer,United States,Seattle,Washington,Technology,Accessories,43.5,3,0.0,10.875
November,2017,Standard Class,Consumer,United States,Eagan,Minnesota,Office Supplies,Paper,8.56,2,0.0,3.852
November,2017,Standard Class,Consumer,United States,Orlando,Florida,Office Supplies,Paper,10.687999999999999,2,0.2,3.7408
November,2017,Standard Class,Corporate,United States,Seattle,Washington,Office Supplies,Paper,139.86,7,0.0,65.7342
November,2017,Standard Class,Consumer,United States,Eagan,Minnesota,Office Supplies,Storage,52.4,5,0.0,14.148
November,2017,Standard Class,Consumer,United States,Eagan,Minnesota,Office Supplies,Labels,14.94,3,0.0,6.8724
November,2017,Second Class,Corporate,United States,Richmond,Kentucky,Office Supplies,Paper,26.4,5,0.0,11.88
November,2017,Standard Class,Consumer,United States,Orlando,Florida,Office Supplies,Art,55.983999999999995,2,0.2,4.1988
November,2017,Standard Class,Consumer,United States,Orlando,Florida,Office Supplies,Binders,4.086,2,0.7,-2.9964
November,2017,Standard Class,Consumer,United States,Orlando,Florida,Technology,Copiers,959.9839999999999,2,0.2,311.9948
November,2017,Standard Class,Consumer,United States,Philadelphia,Pennsylvania,Office Supplies,Binders,11.673,3,0.7,-7.782
November,2017,Standard Class,Consumer,United States,Bakersfield,California,Furniture,Tables,486.36800000000005,4,0.2,36.4776
November,2017,Standard Class,Corporate,United States,Seattle,Washington,Office Supplies,Binders,18.368,4,0.2,5.9696
November,2017,Second Class,Corporate,United States,Murfreesboro,Tennessee,Furniture,Furnishings,15.992,1,0.2,0.9995
November,2017,Standard Class,Consumer,United States,San Francisco,California,Office Supplies,Paper,35.88,6,0.0,17.5812
November,2017,Standard Class,Consumer,United States,Philadelphia,Pennsylvania,Technology,Accessories,40.775999999999996,3,0.2,0.5097
November,2017,Standard Class,Corporate,United States,Seattle,Washington,Furniture,Chairs,307.13599999999997,4,0.2,26.8744
November,2017,Second Class,Consumer,United States,Wilmington,North Carolina,Office Supplies,Paper,16.272000000000002,3,0.2,5.2884
November,2014,Standard Class,Consumer,United States,Mount Vernon,New York,Office Supplies,Envelopes,62.28,4,0.0,29.2716
November,2014,Standard Class,Consumer,United States,Avondale,Arizona,Office Supplies,Supplies,47.992,7,0.2,3.5994
November,2014,Standard Class,Consumer,United States,Avondale,Arizona,Technology,Accessories,102.24,4,0.2,-16.614
November,2014,Standard Class,Corporate,United States,Orlando,Florida,Office Supplies,Binders,6.642,9,0.7,-4.428
November,2015,Second Class,Consumer,United States,Las Vegas,Nevada,Furniture,Furnishings,80.96,4,0.0,29.1456
November,2015,First Class,Consumer,United States,Durham,North Carolina,Furniture,Furnishings,335.744,2,0.2,25.1808
November,2015,Standard Class,Consumer,United States,Philadelphia,Pennsylvania,Technology,Phones,94.92,4,0.4,15.82
November,2015,Standard Class,Consumer,United States,Philadelphia,Pennsylvania,Office Supplies,Fasteners,10.584000000000001,7,0.2,-2.3814
November,2015,Second Class,Home Office,United States,Austin,Texas,Office Supplies,Binders,3.8819999999999997,3,0.8,-5.8229999999999995
November,2015,Standard Class,Consumer,United States,Philadelphia,Pennsylvania,Office Supplies,Binders,152.991,3,0.7,-122.3928
November,2015,Standard Class,Consumer,United States,Raleigh,North Carolina,Technology,Phones,177.48,3,0.2,19.9665
November,2015,First Class,Consumer,United States,Durham,North Carolina,Office Supplies,Appliances,98.352,3,0.2,9.8352
November,2015,Second Class,Home Office,United States,Henderson,Kentucky,Office Supplies,Envelopes,71.88,2,0.0,32.346
November,2015,Standard Class,Consumer,United States,New York City,New York,Furniture,Bookcases,681.408,12,0.2,42.588
November,2015,Standard Class,Consumer,United States,New York City,New York,Office Supplies,Paper,23.66,7,0.0,10.8836
November,2015,First Class,Consumer,United States,Durham,North Carolina,Office Supplies,Binders,6.047999999999999,7,0.7,-4.2336
November,2015,First Class,Corporate,United States,Jacksonville,North Carolina,Furniture,Furnishings,17.088,2,0.2,1.068
November,2015,Second Class,Home Office,United States,Henderson,Kentucky,Office Supplies,Envelopes,17.48,2,0.0,8.2156
November,2015,Second Class,Consumer,United States,Las Vegas,Nevada,Office Supplies,Paper,25.92,4,0.0,12.4416
November,2016,Standard Class,Consumer,United States,Detroit,Michigan,Office Supplies,Paper,33.36,4,0.0,16.68
November,2016,Same Day,Consumer,United States,Hickory,North Carolina,Technology,Phones,36.192,1,0.2,2.7144
November,2016,Standard Class,Consumer,United States,Detroit,Michigan,Office Supplies,Storage,496.86,7,0.0,24.843000000000004
November,2016,Standard Class,Consumer,United States,Detroit,Michigan,Furniture,Chairs,389.97,3,0.0,35.0973
November,2016,Standard Class,Consumer,United States,Detroit,Michigan,Office Supplies,Paper,13.76,2,0.0,6.3296
November,2017,Same Day,Home Office,United States,Toledo,Ohio,Office Supplies,Appliances,663.936,4,0.2,82.992
November,2017,Standard Class,Consumer,United States,Newark,Delaware,Office Supplies,Art,155.94,6,0.0,45.2226
November,2017,First Class,Consumer,United States,Philadelphia,Pennsylvania,Furniture,Chairs,1079.316,6,0.3,-15.4188
November,2017,Second Class,Home Office,United States,Miami,Florida,Technology,Phones,71.976,3,0.2,8.997
November,2017,Standard Class,Consumer,United States,Jackson,Mississippi,Office Supplies,Storage,173.8,5,0.0,43.45
November,2017,Standard Class,Consumer,United States,Burlington,North Carolina,Technology,Accessories,383.976,3,0.2,81.5949
November,2017,Standard Class,Consumer,United States,Burlington,North Carolina,Furniture,Tables,1781.682,7,0.4,-653.2834
November,2017,Standard Class,Consumer,United States,Edinburg,Texas,Office Supplies,Fasteners,2.3680000000000003,2,0.2,0.8288
November,2017,Second Class,Corporate,United States,El Paso,Texas,Technology,Accessories,95.976,3,0.2,-10.7973
November,2017,Standard Class,Home Office,United States,New York City,New York,Office Supplies,Storage,83.56,4,0.0,1.6712
November,2017,Second Class,Home Office,United States,New York City,New York,Furniture,Chairs,1242.9,5,0.1,262.39
November,2017,Second Class,Home Office,United States,New York City,New York,Office Supplies,Binders,68.472,3,0.2,23.1093
November,2017,Standard Class,Home Office,United States,New York City,New York,Office Supplies,Storage,269.49,3,0.0,5.3898
November,2017,First Class,Home Office,United States,San Francisco,California,Furniture,Furnishings,25.83,3,0.0,9.5571
November,2017,Standard Class,Home Office,United States,New York City,New York,Technology,Phones,546.06,3,0.0,163.81799999999998
November,2014,Standard Class,Consumer,United States,Los Angeles,California,Office Supplies,Paper,19.44,3,0.0,9.3312
November,2014,Standard Class,Consumer,United States,Los Angeles,California,Technology,Machines,447.968,4,0.2,139.99
November,2014,Standard Class,Consumer,United States,Los Angeles,California,Furniture,Tables,573.7280000000001,4,0.2,-64.5444
November,2014,Standard Class,Consumer,United States,Los Angeles,California,Technology,Phones,666.3439999999999,7,0.2,66.6344
November,2014,Standard Class,Home Office,United States,New York City,New York,Technology,Accessories,360.0,4,0.0,129.6
November,2014,Standard Class,Corporate,United States,Long Beach,California,Office Supplies,Art,2.94,1,0.0,0.7938
November,2014,Standard Class,Consumer,United States,San Diego,California,Furniture,Furnishings,35.34,2,0.0,13.4292
November,2014,Standard Class,Home Office,United States,New York City,New York,Technology,Phones,275.94,6,0.0,80.0226
November,2014,Standard Class,Home Office,United States,New York City,New York,Office Supplies,Binders,52.06399999999999,4,0.2,18.8732
November,2014,Standard Class,Home Office,United States,New York City,New York,Technology,Machines,3991.98,2,0.0,1995.99
November,2014,Standard Class,Home Office,United States,New York City,New York,Furniture,Chairs,135.882,1,0.1,24.1568
November,2014,Second Class,Corporate,United States,Cary,North Carolina,Office Supplies,Fasteners,8.376,3,0.2,2.7222
